Species 1,Species 2,Dist
New Zealand(54),New Zealand(58),0,0017454558
New Zealand(55),New Zealand(58),0,0153116241
New Zealand(56),New Zealand(58),0,0093634850
New Zealand(57),New Zealand(58),0,0017434271
Australia,New Zealand(59),0,0000000000
Australia(2),New Zealand(59),0,0005824112
Australia(3),New Zealand(59),0,0000000000
Australia(4),New Zealand(59),0,0005844536
Australia(5),New Zealand(59),0,0005824112
Australia(6),New Zealand(59),0,0000000000
Australia(7),New Zealand(59),0,0000000000
Australia(8),New Zealand(59),0,0000000000
Australia(9),New Zealand(59),0,0011655017
Australia(10),New Zealand(59),0,0011634677
Australia(11),New Zealand(59),0,0023339810
Australia(12),New Zealand(59),0,0029276648
Australia(13),New Zealand(59),0,0023415799
Australia(14),New Zealand(59),0,0005836860
Australia(15),New Zealand(59),0,0011634677
Australia(16),New Zealand(59),0,0005824112
Australia(17),New Zealand(59),0,0011634677
Australia(18),New Zealand(59),0,0153077811
Australia(19),New Zealand(59),0,0023353437
Australia(20),New Zealand(59),0,0005813954
Australia(21),New Zealand(59),0,0005823264
Australia(22),New Zealand(59),0,0159148858
Australia(23),New Zealand(59),0,0005813109
Australia(24),New Zealand(59),0,0000000000
Australia(25),New Zealand(59),0,0000000000
Australia(26),New Zealand(59),0,0000000000
Australia(27),New Zealand(59),0,0158867909
Australia(28),New Zealand(59),0,0000000000
Australia(29),New Zealand(59),0,0023350889
Australia(30),New Zealand(59),0,0005824112
Australia(31),New Zealand(59),0,0023435532
Australia(32),New Zealand(59),0,0005834306
Australia(33),New Zealand(59),0,0000000000
Australia(34),New Zealand(59),0,0141227691
Australia(35),New Zealand(59),0,0159148858
Australia(36),New Zealand(59),0,0153077811
Australia(37),New Zealand(59),0,0000000000
Australia(38),New Zealand(59),0,0000000000
Australia(39),New Zealand(59),0,0011634677
Australia(40),New Zealand(59),0,0152954543
Australia(41),New Zealand(59),0,0005824112
Australia(42),New Zealand(59),0,0005817336
Australia(43),New Zealand(59),0,0005824112
Australia(44),New Zealand(59),0,0141444077
Australia(45),New Zealand(59),0,0153529800
Australia(46),New Zealand(59),0,0005847954
Australia(47),New Zealand(59),0,0000000000
Australia(48),New Zealand(59),0,0017474892
Australia(49),New Zealand(59),0,0005824112
Australia(50),New Zealand(59),0,0011634677
Australia(51),New Zealand(59),0,0005824112
Australia(52),New Zealand(59),0,0000000000
Australia(53),New Zealand(59),0,0000000000
New Zealand,New Zealand(59),0,0000000000
New Zealand(2),New Zealand(59),0,0000000000
New Zealand(3),New Zealand(59),0,0000000000
New Zealand(4),New Zealand(59),0,0005823264
New Zealand(5),New Zealand(59),0,0000000000
New Zealand(6),New Zealand(59),0,0000000000
New Zealand(7),New Zealand(59),0,0023326200
New Zealand(8),New Zealand(59),0,0000000000
New Zealand(9),New Zealand(59),0,0000000000
New Zealand(10),New Zealand(59),0,0000000000
New Zealand(11),New Zealand(59),0,0005837712
New Zealand(12),New Zealand(59),0,0153116241
New Zealand(13),New Zealand(59),0,0159093528
New Zealand(14),New Zealand(59),0,0153116241
New Zealand(15),New Zealand(59),0,0005824112
New Zealand(16),New Zealand(59),0,0165527406
New Zealand(17),New Zealand(59),0,0017533624
New Zealand(18),New Zealand(59),0,0147493358
New Zealand(19),New Zealand(59),0,0011682248
New Zealand(20),New Zealand(59),0,0005813954
New Zealand(21),New Zealand(59),0,0141227691
New Zealand(22),New Zealand(59),0,0005824112
New Zealand(23),New Zealand(59),0,0000000000
New Zealand(24),New Zealand(59),0,0005837712
New Zealand(25),New Zealand(59),0,0011655017
New Zealand(26),New Zealand(59),0,0147281000
New Zealand(27),New Zealand(59),0,0135268215
New Zealand(28),New Zealand(59),0,0117467975
New Zealand(29),New Zealand(59),0,0153116241
New Zealand(30),New Zealand(59),0,0000000000
New Zealand(31),New Zealand(59),0,0171069582
New Zealand(32),New Zealand(59),0,0005824112
New Zealand(33),New Zealand(59),0,0177068383
New Zealand(34),New Zealand(59),0,0141227691
New Zealand(35),New Zealand(59),0,0005827506
New Zealand(36),New Zealand(59),0,0171069582
New Zealand(37),New Zealand(59),0,0088032985
New Zealand(38),New Zealand(59),0,0017492729
New Zealand(39),New Zealand(59),0,0005844536
New Zealand(40),New Zealand(59),0,0135587197
New Zealand(41),New Zealand(59),0,0023350889
New Zealand(42),New Zealand(59),0,0141310850
New Zealand(43),New Zealand(59),0,0159513273
New Zealand(44),New Zealand(59),0,0171474220
New Zealand(45),New Zealand(59),0,0000000000
New Zealand(46),New Zealand(59),0,0129358587
New Zealand(47),New Zealand(59),0,0023460454
New Zealand(48),New Zealand(59),0,0177112039
New Zealand(49),New Zealand(59),0,0017574711
New Zealand(50),New Zealand(59),0,0159187333
New Zealand(51),New Zealand(59),0,0005841122
New Zealand(52),New Zealand(59),0,0011655017
New Zealand(53),New Zealand(59),0,0135268215
New Zealand(54),New Zealand(59),0,0005824112
New Zealand(55),New Zealand(59),0,0141227691
New Zealand(56),New Zealand(59),0,0081971582
New Zealand(57),New Zealand(59),0,0005817336
New Zealand(58),New Zealand(59),0,0011637213
Australia,New Zealand(60),0,0017515704
Australia(2),New Zealand(60),0,0023353437
Australia(3),New Zealand(60),0,0017546438
Australia(4),New Zealand(60),0,0023476796
Australia(5),New Zealand(60),0,0023312605
Australia(6),New Zealand(60),0,0017495274
Australia(7),New Zealand(60),0,0017474892
Australia(8),New Zealand(60),0,0017474892
Australia(9),New Zealand(60),0,0029157141
Australia(10),New Zealand(60),0,0029157141
Australia(11),New Zealand(60),0,0040874381
Australia(12),New Zealand(60),0,0047014163
Australia(13),New Zealand(60),0,0041079087
Australia(14),New Zealand(60),0,0023333841
Australia(15),New Zealand(60),0,0029208238
Australia(16),New Zealand(60),0,0023312605
Australia(17),New Zealand(60),0,0029157141
Australia(18),New Zealand(60),0,0171372881
Australia(19),New Zealand(60),0,0040850527
Australia(20),New Zealand(60),0,0023312605
Australia(21),New Zealand(60),0,0023306650
Australia(22),New Zealand(60),0,0176963925
Australia(23),New Zealand(60),0,0023306650
Australia(24),New Zealand(60),0,0017474892
Australia(25),New Zealand(60),0,0017505483
Australia(26),New Zealand(60),0,0017505483
Australia(27),New Zealand(60),0,0177277668
Australia(28),New Zealand(60),0,0017474892
Australia(29),New Zealand(60),0,0041010402
Australia(30),New Zealand(60),0,0023353437
Australia(31),New Zealand(60),0,0041114457
Australia(32),New Zealand(60),0,0023408103
Australia(33),New Zealand(60),0,0017587584
Australia(34),New Zealand(60),0,0158999834
Australia(35),New Zealand(60),0,0176963925
Australia(36),New Zealand(60),0,0164980696
Australia(37),New Zealand(60),0,0017474892
Australia(38),New Zealand(60),0,0017474892
Australia(39),New Zealand(60),0,0029157141
Australia(40),New Zealand(60),0,0165331914
Australia(41),New Zealand(60),0,0023326200
Australia(42),New Zealand(60),0,0023353437
Australia(43),New Zealand(60),0,0023312605
Australia(44),New Zealand(60),0,0159055098
Australia(45),New Zealand(60),0,0171170562
Australia(46),New Zealand(60),0,0023449271
Australia(47),New Zealand(60),0,0017536181
Australia(48),New Zealand(60),0,0029198837
Australia(49),New Zealand(60),0,0023312605
Australia(50),New Zealand(60),0,0029208238
Australia(51),New Zealand(60),0,0023353437
Australia(52),New Zealand(60),0,0017474892
Australia(53),New Zealand(60),0,0017577279
New Zealand,New Zealand(60),0,0017474892
New Zealand(2),New Zealand(60),0,0017474892
New Zealand(3),New Zealand(60),0,0017474892
New Zealand(4),New Zealand(60),0,0023306650
New Zealand(5),New Zealand(60),0,0017474892
New Zealand(6),New Zealand(60),0,0017474892
New Zealand(7),New Zealand(60),0,0040850527
New Zealand(8),New Zealand(60),0,0017495274
New Zealand(9),New Zealand(60),0,0017495274
New Zealand(10),New Zealand(60),0,0017474892
New Zealand(11),New Zealand(60),0,0023339810
New Zealand(12),New Zealand(60),0,0170911532
New Zealand(13),New Zealand(60),0,0176903145
New Zealand(14),New Zealand(60),0,0170911532
New Zealand(15),New Zealand(60),0,0023312605
New Zealand(16),New Zealand(60),0,0183725456
New Zealand(17),New Zealand(60),0,0035049417
New Zealand(18),New Zealand(60),0,0165121625
New Zealand(19),New Zealand(60),0,0017495274
New Zealand(20),New Zealand(60),0,0023312605
New Zealand(21),New Zealand(60),0,0158999834
New Zealand(22),New Zealand(60),0,0023312605
New Zealand(23),New Zealand(60),0,0017525936
New Zealand(24),New Zealand(60),0,0023339810
New Zealand(25),New Zealand(60),0,0029157141
New Zealand(26),New Zealand(60),0,0165077969
New Zealand(27),New Zealand(60),0,0153026117
New Zealand(28),New Zealand(60),0,0135188704
New Zealand(29),New Zealand(60),0,0170911532
New Zealand(30),New Zealand(60),0,0017464719
New Zealand(31),New Zealand(60),0,0188907952
New Zealand(32),New Zealand(60),0,0023312605
New Zealand(33),New Zealand(60),0,0194921182
New Zealand(34),New Zealand(60),0,0158999834
New Zealand(35),New Zealand(60),0,0023312605
New Zealand(36),New Zealand(60),0,0188907952
New Zealand(37),New Zealand(60),0,0105709927
New Zealand(38),New Zealand(60),0,0035008516
New Zealand(39),New Zealand(60),0,0023367079
New Zealand(40),New Zealand(60),0,0153206471
New Zealand(41),New Zealand(60),0,0040866748
New Zealand(42),New Zealand(60),0,0158999834
New Zealand(43),New Zealand(60),0,0177160946
New Zealand(44),New Zealand(60),0,0189131275
New Zealand(45),New Zealand(60),0,0017474892
New Zealand(46),New Zealand(60),0,0147107661
New Zealand(47),New Zealand(60),0,0041106735
New Zealand(48),New Zealand(60),0,0194854840
New Zealand(49),New Zealand(60),0,0035193327
New Zealand(50),New Zealand(60),0,0177216671
New Zealand(51),New Zealand(60),0,0011664361
New Zealand(52),New Zealand(60),0,0029157141
New Zealand(53),New Zealand(60),0,0153026117
New Zealand(54),New Zealand(60),0,0023312605
New Zealand(55),New Zealand(60),0,0159281248
New Zealand(56),New Zealand(60),0,0099778729
New Zealand(57),New Zealand(60),0,0023312605
New Zealand(58),New Zealand(60),0,0005820722
New Zealand(59),New Zealand(60),0,0017505483
Australia,New Zealand(61),0,0011702755
Australia(2),New Zealand(61),0,0017492729
Australia(3),New Zealand(61),0,0011682248
Australia(4),New Zealand(61),0,0017585012
Australia(5),New Zealand(61),0,0017492729
Australia(6),New Zealand(61),0,0011682248
Australia(7),New Zealand(61),0,0011655017
Australia(8),New Zealand(61),0,0011655017
Australia(9),New Zealand(61),0,0023337265
Australia(10),New Zealand(61),0,0023337265
Australia(11),New Zealand(61),0,0035049417
Australia(12),New Zealand(61),0,0041082609
Australia(13),New Zealand(61),0,0035159785
Australia(14),New Zealand(61),0,0017525936
Australia(15),New Zealand(61),0,0023337265
Australia(16),New Zealand(61),0,0017492729
Australia(17),New Zealand(61),0,0023337265
Australia(18),New Zealand(61),0,0165234340
Australia(19),New Zealand(61),0,0029208238
Australia(20),New Zealand(61),0,0017492729
Australia(21),New Zealand(61),0,0017485077
Australia(22),New Zealand(61),0,0171132087
Australia(23),New Zealand(61),0,0017485077
Australia(24),New Zealand(61),0,0011655017
Australia(25),New Zealand(61),0,0011668617
Australia(26),New Zealand(61),0,0011655017
Australia(27),New Zealand(61),0,0171132087
Australia(28),New Zealand(61),0,0011655017
Australia(29),New Zealand(61),0,0035108395
Australia(30),New Zealand(61),0,0017492729
Australia(31),New Zealand(61),0,0035193327
Australia(32),New Zealand(61),0,0017533624
Australia(33),New Zealand(61),0,0011709607
Australia(34),New Zealand(61),0,0153167996
Australia(35),New Zealand(61),0,0171132087
Australia(36),New Zealand(61),0,0159148858
Australia(37),New Zealand(61),0,0011655017
Australia(38),New Zealand(61),0,0011655017
Australia(39),New Zealand(61),0,0023337265
Australia(40),New Zealand(61),0,0159209422
Australia(41),New Zealand(61),0,0017492729
Australia(42),New Zealand(61),0,0017492729
Australia(43),New Zealand(61),0,0017492729
Australia(44),New Zealand(61),0,0153405805
Australia(45),New Zealand(61),0,0165527406
Australia(46),New Zealand(61),0,0017564421
Australia(47),New Zealand(61),0,0011689076
Australia(48),New Zealand(61),0,0023326200
Australia(49),New Zealand(61),0,0017492729
Australia(50),New Zealand(61),0,0023337265
Australia(51),New Zealand(61),0,0017492729
Australia(52),New Zealand(61),0,0011655017
Australia(53),New Zealand(61),0,0011702755
New Zealand,New Zealand(61),0,0011655017
New Zealand(2),New Zealand(61),0,0011655017
New Zealand(3),New Zealand(61),0,0011655017
New Zealand(4),New Zealand(61),0,0017485077
New Zealand(5),New Zealand(61),0,0011655017
New Zealand(6),New Zealand(61),0,0011655017
New Zealand(7),New Zealand(61),0,0035028955
New Zealand(8),New Zealand(61),0,0011682248
New Zealand(9),New Zealand(61),0,0011682248
New Zealand(10),New Zealand(61),0,0011655017
New Zealand(11),New Zealand(61),0,0017533624
New Zealand(12),New Zealand(61),0,0165077969
New Zealand(13),New Zealand(61),0,0171069582
New Zealand(14),New Zealand(61),0,0165077969
New Zealand(15),New Zealand(61),0,0017492729
New Zealand(16),New Zealand(61),0,0177553871
New Zealand(17),New Zealand(61),0,0029256959
New Zealand(18),New Zealand(61),0,0159469412
New Zealand(19),New Zealand(61),0,0011682248
New Zealand(20),New Zealand(61),0,0017492729
New Zealand(21),New Zealand(61),0,0153167996
New Zealand(22),New Zealand(61),0,0017492729
New Zealand(23),New Zealand(61),0,0011682248
New Zealand(24),New Zealand(61),0,0017533624
New Zealand(25),New Zealand(61),0,0023337265
New Zealand(26),New Zealand(61),0,0159242728
New Zealand(27),New Zealand(61),0,0147194279
New Zealand(28),New Zealand(61),0,0129358587
New Zealand(29),New Zealand(61),0,0165077969
New Zealand(30),New Zealand(61),0,0011655017
New Zealand(31),New Zealand(61),0,0183074389
New Zealand(32),New Zealand(61),0,0017492729
New Zealand(33),New Zealand(61),0,0189087619
New Zealand(34),New Zealand(61),0,0153167996
New Zealand(35),New Zealand(61),0,0017502935
New Zealand(36),New Zealand(61),0,0183074389
New Zealand(37),New Zealand(61),0,0099888355
New Zealand(38),New Zealand(61),0,0029188641
New Zealand(39),New Zealand(61),0,0017554143
New Zealand(40),New Zealand(61),0,0141560914
New Zealand(41),New Zealand(61),0,0035067356
New Zealand(42),New Zealand(61),0,0153258287
New Zealand(43),New Zealand(61),0,0171518081
New Zealand(44),New Zealand(61),0,0183507920
New Zealand(45),New Zealand(61),0,0011655017
New Zealand(46),New Zealand(61),0,0141277544
New Zealand(47),New Zealand(61),0,0035232089
New Zealand(48),New Zealand(61),0,0189131275
New Zealand(49),New Zealand(61),0,0029325597
New Zealand(50),New Zealand(61),0,0171170562
New Zealand(51),New Zealand(61),0,0005841122
New Zealand(52),New Zealand(61),0,0023337265
New Zealand(53),New Zealand(61),0,0147194279
New Zealand(54),New Zealand(61),0,0017492729
New Zealand(55),New Zealand(61),0,0153167996
New Zealand(56),New Zealand(61),0,0093957156
New Zealand(57),New Zealand(61),0,0017492729
New Zealand(58),New Zealand(61),0,0011650771
New Zealand(59),New Zealand(61),0,0011655017
New Zealand(60),New Zealand(61),0,0017505483
Australia,New Zealand(62),0,0153477799
Australia(2),New Zealand(62),0,0159093528
Australia(3),New Zealand(62),0,0147541776
Australia(4),New Zealand(62),0,0153711344
Australia(5),New Zealand(62),0,0158812776
Australia(6),New Zealand(62),0,0153206471
Australia(7),New Zealand(62),0,0152846188
Australia(8),New Zealand(62),0,0152846188
Australia(9),New Zealand(62),0,0164786492
Australia(10),New Zealand(62),0,0164496043
Australia(11),New Zealand(62),0,0176798882
Australia(12),New Zealand(62),0,0177697728
Australia(13),New Zealand(62),0,0171721222
Australia(14),New Zealand(62),0,0159137184
Australia(15),New Zealand(62),0,0164786492
Australia(16),New Zealand(62),0,0158812776
Australia(17),New Zealand(62),0,0164496043
Australia(18),New Zealand(62),0,0081991919
Australia(19),New Zealand(62),0,0176903145
Australia(20),New Zealand(62),0,0158533013
Australia(21),New Zealand(62),0,0158762865
Australia(22),New Zealand(62),0,0087795697
Australia(23),New Zealand(62),0,0158483279
Australia(24),New Zealand(62),0,0152846188
Australia(25),New Zealand(62),0,0153296807
Australia(26),New Zealand(62),0,0153116241
Australia(27),New Zealand(62),0,0076003238
Australia(28),New Zealand(62),0,0152308930
Australia(29),New Zealand(62),0,0177172964
